Symbol,Quote Asset,Quote Price in USDT,24h Quote Volume,24h Volume in USD
GTOPAX,PAX,0.0,0.0,0.0
GTOTUSD,TUSD,0.9984,0.0,0.0
GTOUSDC,USDC,1.0,0.0,0.0
ERDBTC,BTC,105222.45,0.0,0.0
ERDBNB,BNB,680.04,0.0,0.0
ERDUSDT,USDT,1.0,0.0,0.0
ERDPAX,PAX,0.0,0.0,0.0
ERDUSDC,USDC,1.0,0.0,0.0
DOGEBNB,BNB,680.04,0.0,0.0
DOGEBTC,BTC,105222.45,72.78768783,7658898.843307783
DOGEPAX,PAX,0.0,0.0,0.0
DOGEUSDT,USDT,1.0,220779399.50233,220779399.50233
DOGEUSDC,USDC,1.0,15113257.89081,15113257.89081
DUSKBNB,BNB,680.04,0.0,0.0
DUSKBTC,BTC,105222.45,0.06814558,7170.444884271
DUSKPAX,PAX,0.0,0.0,0.0
DUSKUSDC,USDC,1.0,0.0,0.0
DUSKUSDT,USDT,1.0,870358.5473,870358.5473
BGBPUSDC,USDC,1.0,0.0,0.0
ANKRBNB,BNB,680.04,0.0,0.0
ANKRBTC,BTC,105222.45,0.06443581,6780.093795934499
ANKRUSDT,USDT,1.0,3214356.935509,3214356.935509
ANKRTUSD,TUSD,0.9984,0.0,0.0
ANKRPAX,PAX,0.0,0.0,0.0
ANKRUSDC,USDC,1.0,0.0,0.0
ONTPAX,PAX,0.0,0.0,0.0
ONTUSDC,USDC,1.0,41885.3479,41885.3479
WINBNB,BNB,680.04,3.60057777,2448.5369067108
WINBTC,BTC,105222.45,0.0,0.0
WINUSDC,USDC,1.0,0.0,0.0
WINUSDT,USDT,1.0,1305311.49468295,1305311.49468295
COSBNB,BNB,680.04,0.0,0.0
COSBTC,BTC,105222.45,0.0,0.0
TUSDBTUSD,TUSD,0.9984,0.0,0.0
COSUSDT,USDT,1.0,1091783.2767156,1091783.2767156
NPXSUSDT,USDT,1.0,0.0,0.0
NPXSUSDC,USDC,1.0,0.0,0.0
COCOSBNB,BNB,680.04,0.0,0.0
COCOSBTC,BTC,105222.45,0.0,0.0
COCOSUSDT,USDT,1.0,0.0,0.0
MTLUSDT,USDT,1.0,486503.4044,486503.4044
TOMOBNB,BNB,680.04,0.0,0.0
TOMOBTC,BTC,105222.45,0.0,0.0
TOMOUSDT,USDT,1.0,0.0,0.0
TOMOUSDC,USDC,1.0,0.0,0.0
PERLBNB,BNB,680.04,0.0,0.0
PERLBTC,BTC,105222.45,0.0,0.0
PERLUSDC,USDC,1.0,0.0,0.0
PERLUSDT,USDT,1.0,0.0,0.0
DENTUSDT,USDT,1.0,2139333.198791,2139333.198791
MFTUSDT,USDT,1.0,0.0,0.0
KEYUSDT,USDT,1.0,0.0,0.0
STORMUSDT,USDT,1.0,0.0,0.0
DOCKUSDT,USDT,1.0,0.0,0.0
WANUSDT,USDT,1.0,440456.8051,440456.8051
CVCUSDT,USDT,1.0,885483.8192,885483.8192
BTTTRX,TRX,0.2513,0.0,0.0
WINTRX,TRX,0.2513,205958.06369713,51757.26140708878
CHZBNB,BNB,680.04,60.8066833,41350.976911332
CHZBTC,BTC,105222.45,3.29668061,346884.8106516945
CHZUSDT,USDT,1.0,7938633.102,7938633.102
BANDBNB,BNB,680.04,0.0,0.0
BANDBTC,BTC,105222.45,0.18268249,19222.2991699005
BANDUSDT,USDT,1.0,763235.3047,763235.3047
BTCBUSD,BUSD,1.0003,0.0,0.0
BNBBUSD,BUSD,1.0003,0.0,0.0
FUNUSDT,USDT,1.0,572747.710269,572747.710269
BUSDUSDT,USDT,1.0,0.0,0.0
BEAMBNB,BNB,680.04,0.0,0.0
BEAMBTC,BTC,105222.45,0.0,0.0
BEAMUSDT,USDT,1.0,0.0,0.0
XTZBNB,BNB,680.04,0.0,0.0
XTZBTC,BTC,105222.45,1.8913514,199012.62811893
XTZUSDT,USDT,1.0,3111916.2764,3111916.2764
RENUSDT,USDT,1.0,0.0,0.0
RVNUSDT,USDT,1.0,1701115.684178,1701115.684178
HCUSDT,USDT,1.0,0.0,0.0
HBARBNB,BNB,680.04,749.30880053,509559.95671242115
HBARBTC,BTC,105222.45,17.57387265,1849165.9362209924
HBARUSDT,USDT,1.0,69275648.11154,69275648.11154
NKNBNB,BNB,680.04,0.0,0.0
NKNBTC,BTC,105222.45,0.21433863,22553.2357782435
NKNUSDT,USDT,1.0,757875.615,757875.615
XRPBUSD,BUSD,1.0003,0.0,0.0
ETHBUSD,BUSD,1.0003,0.0,0.0
BCHABCBUSD,BUSD,1.0003,0.0,0.0
LTCBUSD,BUSD,1.0003,0.0,0.0
LINKBUSD,BUSD,1.0003,0.0,0.0
ETCBUSD,BUSD,1.0003,0.0,0.0
STXBNB,BNB,680.04,14.845972,10095.85479888
STXBTC,BTC,105222.45,6.09877565,641728.1158933425
STXUSDT,USDT,1.0,9704346.2689,9704346.2689
KAVABNB,BNB,680.04,0.0,0.0
KAVABTC,BTC,105222.45,0.16480033,17340.6944834085
KAVAUSDT,USDT,1.0,1709532.01975,1709532.01975
BUSDNGN,NGN,0.0006585879873551106,0.0,0.0
BNBNGN,NGN,0.0006585879873551106,0.0,0.0
BTCNGN,NGN,0.0006585879873551106,0.0,0.0
ARPABNB,BNB,680.04,0.0,0.0
ARPABTC,BTC,105222.45,0.63514544,66831.55930312799
ARPAUSDT,USDT,1.0,1534407.663793,1534407.663793
TRXBUSD,BUSD,1.0003,0.0,0.0
EOSBUSD,BUSD,1.0003,0.0,0.0
IOTXUSDT,USDT,1.0,1473189.34059,1473189.34059
RLCUSDT,USDT,1.0,1982153.4342,1982153.4342
MCOUSDT,USDT,1.0,0.0,0.0
XLMBUSD,BUSD,1.0003,0.0,0.0
ADABUSD,BUSD,1.0003,0.0,0.0
CTXCBNB,BNB,680.04,0.0,0.0
CTXCBTC,BTC,105222.45,0.92893263,97744.5672135435
CTXCUSDT,USDT,1.0,1914822.5918,1914822.5918
BCHBNB,BNB,680.04,25.615943,17419.86587772
BCHBTC,BTC,105222.45,9.43007834,992255.9466267329
BCHUSDT,USDT,1.0,17383230.5808,17383230.5808
BCHUSDC,USDC,1.0,1060023.1637,1060023.1637
BCHTUSD,TUSD,0.9984,0.0,0.0
BCHPAX,PAX,0.0,0.0,0.0
BCHBUSD,BUSD,1.0003,0.0,0.0
BTCRUB,RUB,0.010976948408342482,0.0,0.0
ETHRUB,RUB,0.010976948408342482,0.0,0.0
XRPRUB,RUB,0.010976948408342482,0.0,0.0
BNBRUB,RUB,0.010976948408342482,0.0,0.0
TROYBNB,BNB,680.04,0.0,0.0
TROYBTC,BTC,105222.45,0.0,0.0
TROYUSDT,USDT,1.0,3497178.538964,3497178.538964
BUSDRUB,RUB,0.010976948408342482,0.0,0.0
QTUMBUSD,BUSD,1.0003,0.0,0.0
VETBUSD,BUSD,1.0003,0.0,0.0
VITEBNB,BNB,680.04,0.0,0.0
VITEBTC,BTC,105222.45,0.00261045,274.67794460249996
VITEUSDT,USDT,1.0,589923.532885,589923.532885
FTTBTC,BTC,105222.45,0.0,0.0
FTTBNB,BNB,680.04,0.0,0.0
FTTUSDT,USDT,1.0,10433600.013522,10433600.013522
BTCTRY,TRY,0.02794857462269424,392628139.53114,10973396.856655674
BNBTRY,TRY,0.02794857462269424,47926557.849,1339478.9784516487
BUSDTRY,TRY,0.02794857462269424,0.0,0.0
ETHTRY,TRY,0.02794857462269424,290280732.7619,8112932.721126327
XRPTRY,TRY,0.02794857462269424,515450183.33,14406097.91307993
USDTTRY,TRY,0.02794857462269424,2634865596.66,73640737.74902178
USDTRUB,RUB,0.010976948408342482,0.0,0.0
BTCEUR,EUR,1.0433,26591677.1798736,27743096.801762126
ETHEUR,EUR,1.0433,7991389.464301,8337416.6281052325
BNBEUR,EUR,1.0433,680098.45306,709546.7160774979
XRPEUR,EUR,1.0433,5972117.7202,6230710.41748466
EURBUSD,BUSD,1.0003,0.0,0.0
EURUSDT,USDT,1.0,28902273.9459,28902273.9459
OGNBNB,BNB,680.04,0.0,0.0
OGNBTC,BTC,105222.45,0.28888359,30397.0391045955
OGNUSDT,USDT,1.0,1443648.2446,1443648.2446
DREPBNB,BNB,680.04,0.0,0.0
DREPBTC,BTC,105222.45,0.0,0.0
BULLUSDT,USDT,1.0,0.0,0.0
DREPUSDT,USDT,1.0,0.0,0.0
BULLBUSD,BUSD,1.0003,0.0,0.0
BEARUSDT,USDT,1.0,0.0,0.0
BEARBUSD,BUSD,1.0003,0.0,0.0
ETHBULLUSDT,USDT,1.0,0.0,0.0
ETHBULLBUSD,BUSD,1.0003,0.0,0.0
ETHBEARUSDT,USDT,1.0,0.0,0.0
ETHBEARBUSD,BUSD,1.0003,0.0,0.0
TCTBNB,BNB,680.04,0.0,0.0
TCTBTC,BTC,105222.45,0.0,0.0
TCTUSDT,USDT,1.0,0.0,0.0
WRXBNB,BNB,680.04,0.0,0.0
WRXBTC,BTC,105222.45,0.0,0.0
WRXUSDT,USDT,1.0,0.0,0.0
ICXBUSD,BUSD,1.0003,0.0,0.0
BTSUSDT,USDT,1.0,0.0,0.0
BTSBUSD,BUSD,1.0003,0.0,0.0
LSKUSDT,USDT,1.0,363079.9185,363079.9185
BNTUSDT,USDT,1.0,295216.45852,295216.45852
BNTBUSD,BUSD,1.0003,0.0,0.0
LTOBNB,BNB,680.04,0.0,0.0
LTOBTC,BTC,105222.45,0.07839919,8249.3548498155
LTOUSDT,USDT,1.0,736656.4887,736656.4887
ATOMBUSD,BUSD,1.0003,0.0,0.0
DASHBUSD,BUSD,1.0003,0.0,0.0
NEOBUSD,BUSD,1.0003,0.0,0.0
WAVESBUSD,BUSD,1.0003,0.0,0.0
XTZBUSD,BUSD,1.0003,0.0,0.0
EOSBULLUSDT,USDT,1.0,0.0,0.0
EOSBULLBUSD,BUSD,1.0003,0.0,0.0
EOSBEARUSDT,USDT,1.0,0.0,0.0
EOSBEARBUSD,BUSD,1.0003,0.0,0.0
XRPBULLUSDT,USDT,1.0,0.0,0.0
XRPBULLBUSD,BUSD,1.0003,0.0,0.0
XRPBEARUSDT,USDT,1.0,0.0,0.0
XRPBEARBUSD,BUSD,1.0003,0.0,0.0
BATBUSD,BUSD,1.0003,0.0,0.0
ENJBUSD,BUSD,1.0003,0.0,0.0
NANOBUSD,BUSD,1.0003,0.0,0.0
ONTBUSD,BUSD,1.0003,0.0,0.0
RVNBUSD,BUSD,1.0003,0.0,0.0
STRATBUSD,BUSD,1.0003,0.0,0.0
STRATBNB,BNB,680.04,0.0,0.0
STRATUSDT,USDT,1.0,0.0,0.0
AIONBUSD,BUSD,1.0003,0.0,0.0
AIONUSDT,USDT,1.0,0.0,0.0
MBLBNB,BNB,680.04,0.0,0.0
MBLBTC,BTC,105222.45,0.0,0.0
MBLUSDT,USDT,1.0,2545070.431627,2545070.431627
COTIBNB,BNB,680.04,0.0,0.0
COTIBTC,BTC,105222.45,0.75161432,79086.700205484
COTIUSDT,USDT,1.0,3205246.989,3205246.989
ALGOBUSD,BUSD,1.0003,0.0,0.0
BTTBUSD,BUSD,1.0003,0.0,0.0
TOMOBUSD,BUSD,1.0003,0.0,0.0
XMRBUSD,BUSD,1.0003,0.0,0.0
ZECBUSD,BUSD,1.0003,0.0,0.0
BNBBULLUSDT,USDT,1.0,0.0,0.0
BNBBULLBUSD,BUSD,1.0003,0.0,0.0
BNBBEARUSDT,USDT,1.0,0.0,0.0
BNBBEARBUSD,BUSD,1.0003,0.0,0.0
STPTBNB,BNB,680.04,0.0,0.0
STPTBTC,BTC,105222.45,0.60136591,63277.19439667949
STPTUSDT,USDT,1.0,5181891.856086,5181891.856086
BTCZAR,ZAR,0.053475935828877004,2919517.1132,156123.90979679144
ETHZAR,ZAR,0.053475935828877004,334550.3614,17890.39365775401
BNBZAR,ZAR,0.053475935828877004,0.0,0.0
USDTZAR,ZAR,0.053475935828877004,10383733.06,555279.8427807487
BUSDZAR,ZAR,0.053475935828877004,0.0,0.0
BTCBKRW,BKRW,0.0,0.0,0.0
ETHBKRW,BKRW,0.0,0.0,0.0
BNBBKRW,BKRW,0.0,0.0,0.0
WTCUSDT,USDT,1.0,0.0,0.0
DATABUSD,BUSD,1.0003,0.0,0.0
DATAUSDT,USDT,1.0,487319.743783,487319.743783
XZCUSDT,USDT,1.0,0.0,0.0
SOLBNB,BNB,680.04,3010.7295403,2047416.5165856117
SOLBTC,BTC,105222.45,736.25800201,77470870.80359712
SOLUSDT,USDT,1.0,865310251.83313,865310251.83313
SOLBUSD,BUSD,1.0003,0.0,0.0
BTCIDRT,IDRT,6.286540516753631e-05,0.0,0.0
BNBIDRT,IDRT,6.286540516753631e-05,0.0,0.0
USDTIDRT,IDRT,6.286540516753631e-05,0.0,0.0
BUSDIDRT,IDRT,6.286540516753631e-05,0.0,0.0
CTSIBTC,BTC,105222.45,0.0559181,5883.8394813449995
CTSIUSDT,USDT,1.0,871525.3439,871525.3439
CTSIBNB,BNB,680.04,0.0,0.0
CTSIBUSD,BUSD,1.0003,0.0,0.0
HIVEBNB,BNB,680.04,0.0,0.0
HIVEBTC,BTC,105222.45,1.65101816,173724.175789692
HIVEUSDT,USDT,1.0,6176842.8756,6176842.8756
CHRBNB,BNB,680.04,0.0,0.0
CHRBTC,BTC,105222.45,0.39686956,41759.587433622
CHRUSDT,USDT,1.0,3681255.2823,3681255.2823
BTCUPUSDT,USDT,1.0,0.0,0.0
BTCDOWNUSDT,USDT,1.0,0.0,0.0
GXSUSDT,USDT,1.0,0.0,0.0
ARDRUSDT,USDT,1.0,854795.18305,854795.18305
ERDBUSD,BUSD,1.0003,0.0,0.0
LENDUSDT,USDT,1.0,0.0,0.0
HBARBUSD,BUSD,1.0003,0.0,0.0
MATICBUSD,BUSD,1.0003,0.0,0.0
WRXBUSD,BUSD,1.0003,0.0,0.0
ZILBUSD,BUSD,1.0003,0.0,0.0
MDTBNB,BNB,680.04,0.0,0.0
MDTBTC,BTC,105222.45,0.23170502,24380.569881699
MDTUSDT,USDT,1.0,1165019.198197,1165019.198197
STMXBTC,BTC,105222.45,0.0,0.0
STMXETH,ETH,3264.66,0.0,0.0
STMXUSDT,USDT,1.0,1395995.834494,1395995.834494
KNCBUSD,BUSD,1.0003,0.0,0.0
KNCUSDT,USDT,1.0,463983.49622,463983.49622
REPBUSD,BUSD,1.0003,0.0,0.0
REPUSDT,USDT,1.0,0.0,0.0
LRCBUSD,BUSD,1.0003,0.0,0.0
LRCUSDT,USDT,1.0,1781858.6426,1781858.6426
IQBNB,BNB,680.04,0.0,0.0
IQBUSD,BUSD,1.0003,0.0,0.0
PNTBTC,BTC,105222.45,0.0,0.0
PNTUSDT,USDT,1.0,0.0,0.0
BTCGBP,GBP,1.18,0.0,0.0
ETHGBP,GBP,1.18,0.0,0.0
XRPGBP,GBP,1.18,0.0,0.0
BNBGBP,GBP,1.18,0.0,0.0
GBPBUSD,BUSD,1.0003,0.0,0.0
DGBBTC,BTC,105222.45,0.0,0.0
DGBBUSD,BUSD,1.0003,0.0,0.0
BTCUAH,UAH,0.02204585537918871,233301.44789,5143.329979938271
USDTUAH,UAH,0.02204585537918871,6884378.87,151772.02094356262
COMPBTC,BTC,105222.45,0.15802087,16627.3430925315
COMPBNB,BNB,680.04,0.0,0.0
COMPUSDT,USDT,1.0,3097000.78274,3097000.78274
COMPBUSD,BUSD,1.0003,0.0,0.0
BTCBIDR,BIDR,6.257822277847309e-05,0.0,0.0
ETHBIDR,BIDR,6.257822277847309e-05,0.0,0.0
BNBBIDR,BIDR,6.257822277847309e-05,0.0,0.0
BUSDBIDR,BIDR,6.257822277847309e-05,0.0,0.0
USDTBIDR,BIDR,6.257822277847309e-05,0.0,0.0
BKRWUSDT,USDT,1.0,0.0,0.0
BKRWBUSD,BUSD,1.0003,0.0,0.0
SCUSDT,USDT,1.0,804385.415054,804385.415054
ZENUSDT,USDT,1.0,16258090.4901,16258090.4901
SXPBTC,BTC,105222.45,0.04777962,5027.488676469
SXPBNB,BNB,680.04,0.0,0.0
SXPBUSD,BUSD,1.0003,0.0,0.0
SNXBTC,BTC,105222.45,0.87412316,91977.380496942
SNXBNB,BNB,680.04,0.0,0.0
SNXBUSD,BUSD,1.0003,0.0,0.0
SNXUSDT,USDT,1.0,4436314.0108,4436314.0108
ETHUPUSDT,USDT,1.0,0.0,0.0
ETHDOWNUSDT,USDT,1.0,0.0,0.0
ADAUPUSDT,USDT,1.0,0.0,0.0
ADADOWNUSDT,USDT,1.0,0.0,0.0
LINKUPUSDT,USDT,1.0,0.0,0.0
LINKDOWNUSDT,USDT,1.0,0.0,0.0
VTHOBNB,BNB,680.04,0.0,0.0
VTHOBUSD,BUSD,1.0003,0.0,0.0
VTHOUSDT,USDT,1.0,11275628.984507,11275628.984507
DCRBUSD,BUSD,1.0003,0.0,0.0
DGBUSDT,USDT,1.0,1554398.870705,1554398.870705
GBPUSDT,USDT,1.0,0.0,0.0
STORJBUSD,BUSD,1.0003,0.0,0.0
SXPUSDT,USDT,1.0,1119550.03072,1119550.03072
IRISBNB,BNB,680.04,0.0,0.0
IRISBTC,BTC,105222.45,0.0,0.0
IRISBUSD,BUSD,1.0003,0.0,0.0
MKRBNB,BNB,680.04,0.0,0.0
MKRBTC,BTC,105222.45,3.1613317,332643.066736665
MKRUSDT,USDT,1.0,9847764.7187,9847764.7187
MKRBUSD,BUSD,1.0003,0.0,0.0
DAIBNB,BNB,680.04,0.0,0.0
DAIBTC,BTC,105222.45,0.0,0.0
DAIUSDT,USDT,1.0,0.0,0.0
DAIBUSD,BUSD,1.0003,0.0,0.0
RUNEBNB,BNB,680.04,132.7020375,90242.69358149999
RUNEBTC,BTC,105222.45,9.55203492,1005088.516767954
RUNEBUSD,BUSD,1.0003,0.0,0.0
MANABUSD,BUSD,1.0003,0.0,0.0
DOGEBUSD,BUSD,1.0003,0.0,0.0
LENDBUSD,BUSD,1.0003,0.0,0.0
ZRXBUSD,BUSD,1.0003,0.0,0.0
DCRUSDT,USDT,1.0,710063.227,710063.227
STORJUSDT,USDT,1.0,1082597.7306,1082597.7306
XRPBKRW,BKRW,0.0,0.0,0.0
ADABKRW,BKRW,0.0,0.0,0.0
BTCAUD,AUD,0.7252,0.0,0.0
ETHAUD,AUD,0.7252,0.0,0.0
AUDBUSD,BUSD,1.0003,0.0,0.0
FIOBNB,BNB,680.04,0.0,0.0
FIOBTC,BTC,105222.45,0.10054058,10579.126152021001
FIOBUSD,BUSD,1.0003,0.0,0.0
BNBUPUSDT,USDT,1.0,0.0,0.0
BNBDOWNUSDT,USDT,1.0,0.0,0.0
XTZUPUSDT,USDT,1.0,0.0,0.0
XTZDOWNUSDT,USDT,1.0,0.0,0.0
AVABNB,BNB,680.04,0.0,0.0
AVABTC,BTC,105222.45,1.10722357,116504.77673314649
AVABUSD,BUSD,1.0003,0.0,0.0
USDTBKRW,BKRW,0.0,0.0,0.0
BUSDBKRW,BKRW,0.0,0.0,0.0
MANAUSDT,USDT,1.0,4109878.8048,4109878.8048
XRPAUD,AUD,0.7252,0.0,0.0
BNBAUD,AUD,0.7252,0.0,0.0
AUDUSDT,USDT,1.0,0.0,0.0
BALBNB,BNB,680.04,0.0,0.0
BALBTC,BTC,105222.45,0.0,0.0
BALBUSD,BUSD,1.0003,0.0,0.0
YFIBNB,BNB,680.04,0.0,0.0
YFIBTC,BTC,105222.45,0.34584054,36390.188928122996
YFIBUSD,BUSD,1.0003,0.0,0.0
YFIUSDT,USDT,1.0,1999401.22394,1999401.22394
IOTABUSD,BUSD,1.0003,0.0,0.0
BLZBUSD,BUSD,1.0003,0.0,0.0
KMDBUSD,BUSD,1.0003,0.0,0.0
BALUSDT,USDT,1.0,679533.40967,679533.40967
BLZUSDT,USDT,1.0,0.0,0.0
KMDUSDT,USDT,1.0,552919.6095,552919.6095
IRISUSDT,USDT,1.0,0.0,0.0
BTCDAI,DAI,1.000300090027008,993398.0205421,993696.1293809141
ETHDAI,DAI,1.000300090027008,276958.765948,277041.87851155346
BNBDAI,DAI,1.000300090027008,0.0,0.0
USDTDAI,DAI,1.000300090027008,4208256.64505,4209519.50090027
BUSDDAI,DAI,1.000300090027008,0.0,0.0
JSTBNB,BNB,680.04,0.0,0.0
JSTBTC,BTC,105222.45,0.01179222,1240.806279339
JSTBUSD,BUSD,1.0003,0.0,0.0
JSTUSDT,USDT,1.0,1485794.292642,1485794.292642
SRMBNB,BNB,680.04,0.0,0.0
SRMBTC,BTC,105222.45,0.0,0.0
SRMBUSD,BUSD,1.0003,0.0,0.0
SRMUSDT,USDT,1.0,0.0,0.0
ANTBNB,BNB,680.04,0.0,0.0
ANTBTC,BTC,105222.45,0.0,0.0
ANTBUSD,BUSD,1.0003,0.0,0.0
ANTUSDT,USDT,1.0,0.0,0.0
CRVBNB,BNB,680.04,0.0,0.0
CRVBTC,BTC,105222.45,4.7625433,501126.474257085
CRVBUSD,BUSD,1.0003,0.0,0.0
CRVUSDT,USDT,1.0,38809134.3436,38809134.3436
SANDBNB,BNB,680.04,0.0,0.0
SANDBTC,BTC,105222.45,1.82298981,191819.45413323448
SANDUSDT,USDT,1.0,15239813.084,15239813.084
SANDBUSD,BUSD,1.0003,0.0,0.0
OCEANBNB,BNB,680.04,0.0,0.0
OCEANBTC,BTC,105222.45,0.0,0.0
OCEANBUSD,BUSD,1.0003,0.0,0.0
OCEANUSDT,USDT,1.0,0.0,0.0
NMRBTC,BTC,105222.45,0.1372677,14443.643699864999
NMRBUSD,BUSD,1.0003,0.0,0.0
NMRUSDT,USDT,1.0,877282.5944,877282.5944
DOTBNB,BNB,680.04,67.9252165,46191.86422866
DOTBTC,BTC,105222.45,10.35521188,1089600.764282706
DOTBUSD,BUSD,1.0003,0.0,0.0
DOTUSDT,USDT,1.0,34524643.27462,34524643.27462
LUNABNB,BNB,680.04,0.0,0.0
LUNABTC,BTC,105222.45,0.0,0.0
LUNABUSD,BUSD,1.0003,0.0,0.0
LUNAUSDT,USDT,1.0,3761395.309864,3761395.309864
IDEXBTC,BTC,105222.45,0.12874536,13546.902205332
IDEXBUSD,BUSD,1.0003,0.0,0.0
RSRBNB,BNB,680.04,0.0,0.0
RSRBTC,BTC,105222.45,0.0,0.0
RSRBUSD,BUSD,1.0003,0.0,0.0
RSRUSDT,USDT,1.0,17660783.2412269,17660783.2412269
PAXGBNB,BNB,680.04,0.0,0.0
PAXGBTC,BTC,105222.45,4.20024334,441959.894830983
PAXGBUSD,BUSD,1.0003,0.0,0.0
PAXGUSDT,USDT,1.0,3267709.5271,3267709.5271
WNXMBNB,BNB,680.04,0.0,0.0
WNXMBTC,BTC,105222.45,0.0,0.0
WNXMBUSD,BUSD,1.0003,0.0,0.0
WNXMUSDT,USDT,1.0,0.0,0.0
TRBBNB,BNB,680.04,0.0,0.0
TRBBTC,BTC,105222.45,0.1201213,12639.457483185
TRBBUSD,BUSD,1.0003,0.0,0.0
TRBUSDT,USDT,1.0,3382015.63134,3382015.63134
ETHNGN,NGN,0.0006585879873551106,0.0,0.0
DOTBIDR,BIDR,6.257822277847309e-05,0.0,0.0
LINKAUD,AUD,0.7252,0.0,0.0
SXPAUD,AUD,0.7252,0.0,0.0
BZRXBNB,BNB,680.04,0.0,0.0
BZRXBTC,BTC,105222.45,0.0,0.0
BZRXBUSD,BUSD,1.0003,0.0,0.0
BZRXUSDT,USDT,1.0,0.0,0.0
WBTCBTC,BTC,105222.45,543.68489816,57207857.01239569
SUSHIBNB,BNB,680.04,0.0,0.0
SUSHIBTC,BTC,105222.45,2.02696347,213282.0623739015
SUSHIBUSD,BUSD,1.0003,0.0,0.0
YFIIBNB,BNB,680.04,0.0,0.0
YFIIBTC,BTC,105222.45,0.0,0.0
YFIIBUSD,BUSD,1.0003,0.0,0.0
YFIIUSDT,USDT,1.0,0.0,0.0
KSMBNB,BNB,680.04,0.0,0.0
KSMBTC,BTC,105222.45,0.40795266,42925.778369217
KSMUSDT,USDT,1.0,2386384.89691,2386384.89691
KSMBUSD,BUSD,1.0003,0.0,0.0
WBTCETH,ETH,3264.66,10.4393197,34080.829451802
EGLDBNB,BNB,680.04,456.2756288,310285.678609152
SUSHIUSDT,USDT,1.0,10549438.8274,10549438.8274
EGLDBTC,BTC,105222.45,11.52222965,1212397.2332356425
EGLDBUSD,BUSD,1.0003,0.0,0.0
EGLDUSDT,USDT,1.0,7687039.8036,7687039.8036
DIABNB,BNB,680.04,0.0,0.0
DIABTC,BTC,105222.45,0.14212109,14954.3292864705
DIABUSD,BUSD,1.0003,0.0,0.0
DIAUSDT,USDT,1.0,534773.4957,534773.4957
RUNEUSDT,USDT,1.0,101511078.6981,101511078.6981
UMABTC,BTC,105222.45,0.09597209,10098.4184414205
FIOUSDT,USDT,1.0,875486.96071,875486.96071
UMAUSDT,USDT,1.0,1200009.6366,1200009.6366
EOSDOWNUSDT,USDT,1.0,0.0,0.0
TRXUPUSDT,USDT,1.0,0.0,0.0
TRXDOWNUSDT,USDT,1.0,0.0,0.0
XRPUPUSDT,USDT,1.0,0.0,0.0
XRPDOWNUSDT,USDT,1.0,0.0,0.0
DOTUPUSDT,USDT,1.0,0.0,0.0
SRMBIDR,BIDR,6.257822277847309e-05,0.0,0.0
DOTDOWNUSDT,USDT,1.0,0.0,0.0
ONEBIDR,BIDR,6.257822277847309e-05,0.0,0.0
LINKTRY,TRY,0.02794857462269424,30825014.578,861515.2201788708
USDTNGN,NGN,0.0006585879873551106,0.0,0.0
EOSUPUSDT,USDT,1.0,0.0,0.0
BELBNB,BNB,680.04,0.0,0.0
BELBTC,BTC,105222.45,1.58602115,166885.0311548175
BELBUSD,BUSD,1.0003,0.0,0.0
BELUSDT,USDT,1.0,10300235.73276,10300235.73276
WINGBNB,BNB,680.04,0.0,0.0
SWRVBNB,BNB,680.04,0.0,0.0
WINGBTC,BTC,105222.45,0.0,0.0
SWRVBUSD,BUSD,1.0003,0.0,0.0
WINGBUSD,BUSD,1.0003,0.0,0.0
WINGUSDT,USDT,1.0,545737.87079,545737.87079
LTCDOWNUSDT,USDT,1.0,0.0,0.0
LTCUPUSDT,USDT,1.0,0.0,0.0
LENDBKRW,BKRW,0.0,0.0,0.0
SXPEUR,EUR,1.0433,0.0,0.0
CREAMBNB,BNB,680.04,0.0,0.0
CREAMBUSD,BUSD,1.0003,0.0,0.0
UNIBNB,BNB,680.04,0.0,0.0
UNIBTC,BTC,105222.45,6.11650611,643593.7583341695
UNIBUSD,BUSD,1.0003,0.0,0.0
UNIUSDT,USDT,1.0,44947048.25713,44947048.25713
NBSUSDT,USDT,1.0,0.0,0.0
NBSBTC,BTC,105222.45,0.0,0.0
OXTUSDT,USDT,1.0,1305711.081,1305711.081
OXTBTC,BTC,105222.45,0.10367722,10909.171097589
SUNBTC,BTC,105222.45,0.0,0.0
AVAXBNB,BNB,680.04,24.6417347,16757.365265387998
SUNUSDT,USDT,1.0,1097312.81647,1097312.81647
AVAXBTC,BTC,105222.45,16.75059891,1762539.0562775296
AVAXBUSD,BUSD,1.0003,0.0,0.0
AVAXUSDT,USDT,1.0,53940774.5158,53940774.5158
HNTBTC,BTC,105222.45,0.0,0.0
HNTUSDT,USDT,1.0,0.0,0.0
BAKEBNB,BNB,680.04,0.0,0.0
BURGERBNB,BNB,680.04,0.0,0.0
SXPBIDR,BIDR,6.257822277847309e-05,0.0,0.0
LINKBKRW,BKRW,0.0,0.0,0.0
FLMBNB,BNB,680.04,0.0,0.0
FLMBTC,BTC,105222.45,0.3186574,33529.91233863
FLMBUSD,BUSD,1.0003,0.0,0.0
FLMUSDT,USDT,1.0,756013.4272,756013.4272
SCRTBTC,BTC,105222.45,0.31828947,33491.1978426015
SCRTETH,ETH,3264.66,0.0,0.0
CAKEBNB,BNB,680.04,23.25587716,15814.9267038864
